Mining,-5.867768595,Pakistan
Utilities,-4.338842975,Pakistan
Transport,-1.280991736,Pakistan
Real Estate,-0.578512397,Pakistan
Construction,-0.165289256,Pakistan
Trade,0.082644628,Pakistan
Agriculture, 1.1157024793388448,Pakistan
Finance, 1.1983471074380194,Pakistan
Business, 1.1983471074380194,Pakistan
Manufacturing, 1.6528925619834736,Pakistan
Other, 2.0661157024793404,Pakistan
Government, 3.677685950413224,Pakistan
Real Estate,-6.52892562,Bangladesh
Business,-1.074380165,Bangladesh
Transport,-0.702479339,Bangladesh
Construction, 0.33057851239669667,Bangladesh
Utilities, 1.1983471074380194,Bangladesh
Other, 1.570247933884299,Bangladesh
Trade, 1.818181818181821,Bangladesh
Finance, 2.3553719008264498,Bangladesh
Agriculture, 3.5123966942148783,Bangladesh
Mining, 3.5123966942148783,Bangladesh
Government, 3.553719008264464,Bangladesh
Manufacturing, 6.033057851239672,Bangladesh
Real Estate,0,India
Construction, 0.12396694214876192,India
Other, 1.9834710743801658,India
Agriculture, 3.5950413223140494,India
Finance, 3.842975206611573,India
Mining, 4.008264462809921,India
Transport, 3.9669421487603334,India
Government, 4.586776859504134,India
Trade, 5.123966942148762,India
Manufacturing, 5.6198347107438025,India
Utilities, 5.9917355371900864,India
Business, 5.9917355371900864,India
Real Estate, 1.6528925619834736,China
Construction, 2.5206611570247937,China
Transport, 3.7603305785124004,China
Trade, 4.917355371900829,China
Agriculture, 5.661157024793388,China
Utilities, 7.768595041322314,China
Government, 7.892561983471076,China
Business, 7.892561983471076,China
Manufacturing, 8.719008264462808,China
Finance, 9.297520661157026,China
Mining, 10.41322314049587,China
Other, 12.644628099173556,China
