time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,version,education_investment_area_flag,higher_missing_TA_flag,school_type,gender,no_schools,t_rwm_eligible_pupils,t_rwm_met_expected_standard,t_rwm_met_higher_standard,t_read_eligible_pupils,t_read_met_expected_standard,t_read_met_higher_standard,t_read_not_achieved_expected_standard,t_read_working_below_assessment,t_read_absent,t_read_unable_to_access_or_just_arrived,t_read_unable_to_access,t_read_avg_scaled_score_eligible_pupils,t_read_sum_scaled_scores,t_gps_eligible_pupils,t_gps_met_expected_standard,t_gps_met_higher_standard,t_gps_not_achieved_expected_standard,t_gps_working_below_assessment,t_gps_absent,t_gps_unable_to_access_or_just_arrived,t_gps_unable_to_access,t_gps_avg_scaled_score_eligible_pupils,t_gps_sum_scaled_scores,t_mat_eligible_pupils,t_mat_met_expected_standard,t_mat_met_higher_standard,t_mat_not_achieved_expected_standard,t_mat_working_below_assessment,t_mat_absent,t_mat_unable_to_access_or_just_arrived,t_mat_unable_to_access,t_mat_avg_scaled_score_eligible_pupils,t_mat_sum_scaled_scores,t_writta_eligible_pupils,t_writta_met_expected_standard,t_writta_met_higher_standard,t_writta_working_towards_expected_standard,t_writta_pre_key_stage_standard_6,t_writta_pre_key_stage_standard_5,t_writta_pre_key_stage_standard_4,t_writta_pre_key_stage_standard_3,t_writta_pre_key_stage_standard_2,t_writta_pre_key_stage_standard_1,t_writta_growing_development_of_expected_standard,t_writta_early_development_of_expected_standard,t_writta_foundations_of_expected_standard,t_writta_engagement_model_or_below_pre_key_stage_standards,t_writta_below_interim_pre_key_stage_standards,t_writta_absent,t_writta_disapplied,t_scita_eligible_pupils,t_scita_met_expected_standard,t_scita_not_met_expected_standard,t_scita_absent,t_scita_disapplied,pt_rwm_met_expected_standard,pt_rwm_met_higher_standard,pt_read_met_expected_standard,pt_read_met_higher_standard,pt_read_not_achieved_expected_standard,pt_read_working_below_assessment,pt_read_absent,pt_read_unable_to_access_or_just_arrived,pt_read_unable_to_access,avg_read_scaled_score,pt_gps_met_expected_standard,pt_gps_met_higher_standard,pt_gps_not_achieved_expected_standard,pt_gps_working_below_assessment,pt_gps_absent,pt_gps_unable_to_access_or_just_arrived,pt_gps_unable_to_access,avg_gps_scaled_score,pt_mat_met_expected_standard,pt_mat_met_higher_standard,pt_mat_not_achieved_expected_standard,pt_mat_working_below_assessment,pt_mat_absent,pt_mat_unable_to_access_or_just_arrived,pt_mat_unable_to_access,avg_mat_scaled_score,pt_writta_met_expected_standard,pt_writta_met_higher_standard,pt_writta_working_towards_expected_standard,pt_writta_pre_key_stage_standard_6,pt_writta_pre_key_stage_standard_5,pt_writta_pre_key_stage_standard_4,pt_writta_pre_key_stage_standard_3,pt_writta_pre_key_stage_standard_2,pt_writta_pre_key_stage_standard_1,pt_writta_growing_development_of_expected_standard,pt_writta_early_development_of_expected_standard,pt_writta_foundations_of_expected_standard,pt_writta_engagement_model_or_below_pre_key_stage_standards,pt_writta_below_interim_pre_key_stage_standards,pt_writta_absent,pt_writta_disapplied,pt_scita_met_expected_standard,pt_scita_not_met_expected_standard,pt_scita_absent,pt_scita_disapplied
201516,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Final,,,State-funded schools,Girls,59,1187,568,40,1187,697,147,458,29,3,z,0,1146,115598,1187,843,228,313,29,2,z,0,1156,119289,1187,728,123,427,30,2,z,0,1155,116709,1187,941,165,198,z,z,z,z,z,z,25,13,4,z,6,0,0,1187,948,239,0,0,48,3,59,12,39,2,0,z,0,101,71,19,26,2,0,z,0,103,61,10,36,3,0,z,0,101,79,14,17,z,z,z,z,z,z,2,1,0,z,1,0,0,80,20,0,0
201516,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Final,,,State-funded schools,Boys,59,1307,514,42,1307,673,132,587,46,0,z,1,1249,124291,1307,776,174,485,44,1,z,1,1261,127762,1307,794,188,471,39,2,z,1,1264,128476,1307,845,99,361,z,z,z,z,z,z,60,27,3,z,9,0,2,1307,988,316,0,3,39,3,51,10,45,4,0,z,0,100,59,13,37,3,0,z,0,101,61,14,36,3,0,z,0,102,65,8,28,z,z,z,z,z,z,5,2,0,z,1,0,0,76,24,0,0
201516,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Final,,,State-funded schools,Boys,295,4133,2052,193,4135,2565,631,1390,167,9,z,4,3932,400035,4135,2740,698,1231,151,9,z,4,3971,407575,4135,2900,672,1077,144,10,z,4,3977,410201,4133,2774,510,1083,z,z,z,z,z,z,131,49,25,z,46,5,9,4133,3321,784,6,11,50,5,62,15,34,4,0,z,0,102,66,17,30,4,0,z,0,103,70,16,26,3,0,z,0,103,67,12,26,z,z,z,z,z,z,3,1,1,z,1,0,0,80,19,0,0
201516,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Final,,,State-funded schools,Girls,293,3939,2255,255,3939,2767,851,1083,80,7,z,2,3843,397712,3939,3095,1016,764,73,5,z,2,3858,404952,3939,2725,537,1128,78,6,z,2,3851,395734,3939,3246,878,575,z,z,z,z,z,z,58,21,9,z,24,1,5,3939,3373,557,2,7,57,6,70,22,27,2,0,z,0,103,79,26,19,2,0,z,0,105,69,14,29,2,0,z,0,103,82,22,15,z,z,z,z,z,z,1,1,0,z,1,0,0,86,14,0,0
201516,Academic year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Final,,,State-funded schools,Boys,303,3851,1904,158,3852,2591,728,1113,131,15,z,2,3681,378484,3852,2512,582,1196,127,15,z,2,3708,379615,3852,2670,628,1043,121,16,z,2,3713,382316,3851,2427,331,1094,z,z,z,z,z,z,188,72,34,z,25,3,6,3851,3060,781,3,5,49,4,67,19,29,3,0,z,0,103,65,15,31,3,0,z,0,102,69,16,27,3,0,z,0,103,63,9,28,z,z,z,z,z,z,5,2,1,z,1,0,0,79,20,0,0
201516,Academic year,Local authority,E92000001,England,E12000007,London,310,E09000015,Harrow,Final,,,State-funded schools,Boys,40,1349,782,78,1349,935,292,352,58,3,z,1,1282,132656,1349,1055,417,235,57,1,z,1,1289,136559,1349,1056,405,236,54,2,z,1,1292,136614,1349,956,125,285,z,z,z,z,z,z,58,21,9,z,10,2,7,1348,1146,196,1,4,58,6,69,22,26,4,0,z,0,103,78,31,17,4,0,z,0,106,78,30,17,4,0,z,0,106,71,9,21,z,z,z,z,z,z,4,2,1,z,1,0,1,85,15,0,0
201516,Academic year,Local authority,E92000001,England,E12000007,London,310,E09000015,Harrow,Final,,,State-funded schools,Girls,40,1316,861,94,1316,989,340,302,25,0,z,0,1288,134744,1316,1143,557,146,25,2,z,0,1289,139013,1316,1059,352,234,22,1,z,0,1293,135982,1316,1092,196,180,z,z,z,z,z,z,24,4,5,z,8,1,1,1316,1182,130,0,3,65,7,75,26,23,2,0,z,0,105,87,42,11,2,0,z,0,108,80,27,18,2,0,z,0,105,83,15,14,z,z,z,z,z,z,2,0,0,z,1,0,0,90,10,0,0
201516,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Final,,,State-funded schools,Girls,75,1958,1073,99,1959,1233,272,659,63,3,z,1,1885,191618,1959,1511,516,391,54,2,z,1,1902,199659,1959,1398,263,491,63,6,z,1,1887,194285,1958,1636,461,222,z,z,z,z,z,z,45,24,15,z,8,2,5,1958,1654,300,2,2,55,5,63,14,34,3,0,z,0,102,77,26,20,3,0,z,0,105,71,13,25,3,0,z,0,103,84,24,11,z,z,z,z,z,z,2,1,1,z,0,0,0,84,15,0,0
201516,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Final,,,State-funded schools,Boys,77,2010,946,79,2010,1124,184,750,134,1,z,1,1859,186532,2010,1359,374,516,131,3,z,1,1875,193443,2010,1408,345,482,118,2,z,0,1890,195087,2010,1452,282,329,z,z,z,z,z,z,105,46,27,z,37,1,13,2010,1580,422,1,7,47,4,56,9,37,7,0,z,0,100,68,19,26,7,0,z,0,103,70,17,24,6,0,z,0,103,72,14,16,z,z,z,z,z,z,5,2,1,z,2,0,1,79,21,0,0
201516,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Final,,,State-funded schools,Girls,73,1351,814,54,1351,993,287,339,17,1,z,1,1330,137913,1351,1109,391,225,16,0,z,1,1334,140738,1351,998,224,332,19,1,z,1,1330,137559,1351,1098,158,179,z,z,z,z,z,z,52,11,5,z,4,0,2,1351,1179,168,0,4,60,4,74,21,25,1,0,z,0,104,82,29,17,1,0,z,0,106,74,17,25,1,0,z,0,103,81,12,13,z,z,z,z,z,z,4,1,0,z,0,0,0,87,12,0,0
201516,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Final,,,State-funded schools,Girls,410,7493,4497,573,7494,5357,1705,1996,130,10,z,1,7338,759921,7494,5927,2118,1429,125,10,z,1,7356,774564,7494,5323,1195,2029,128,13,z,1,7351,757764,7493,6222,1754,1011,z,z,z,z,z,z,158,42,25,z,23,3,3,7493,6293,1187,4,3,60,8,71,23,27,2,0,z,0,104,79,28,19,2,0,z,0,105,71,16,27,2,0,z,0,103,83,23,13,z,z,z,z,z,z,2,1,0,z,0,0,0,84,16,0,0
201516,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Final,,,State-funded schools,Boys,413,7719,4004,428,7724,4885,1212,2539,278,16,z,6,7378,751710,7723,5327,1444,2117,253,18,z,6,7441,767662,7722,5541,1466,1932,222,21,z,6,7472,773357,7719,5387,1048,1779,z,z,z,z,z,z,319,111,36,z,70,5,9,7720,6210,1490,5,11,52,6,63,16,33,4,0,z,0,102,69,19,27,3,0,z,0,103,72,19,25,3,0,z,0,104,70,14,23,z,z,z,z,z,z,4,1,0,z,1,0,0,80,19,0,0
201516,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Final,,,State-funded schools,Boys,30,636,327,35,636,414,117,197,25,0,z,0,606,61957,636,441,124,172,23,0,z,0,613,63260,636,473,123,140,23,0,z,0,613,63834,636,418,81,156,z,z,z,z,z,z,29,16,5,z,9,0,0,636,490,143,0,0,51,6,65,18,31,4,0,z,0,102,69,19,27,4,0,z,0,103,74,19,22,4,0,z,0,104,66,13,25,z,z,z,z,z,z,5,3,1,z,1,0,0,77,22,0,0
201516,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Final,,,State-funded schools,Girls,30,593,366,54,593,430,151,151,10,2,z,0,574,59680,593,478,179,103,10,2,z,0,581,61428,593,441,110,139,10,3,z,0,580,60093,593,489,122,77,z,z,z,z,z,z,10,11,3,z,3,0,0,593,501,92,0,0,62,9,73,25,25,2,0,z,0,104,81,30,17,2,0,z,0,106,74,19,23,2,1,z,0,104,82,21,13,z,z,z,z,z,z,2,2,1,z,1,0,0,84,16,0,0
201516,Academic year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Final,,,State-funded schools,Girls,44,869,486,38,869,581,139,264,23,1,z,0,841,85938,869,661,194,186,21,1,z,0,847,88447,869,630,113,216,21,2,z,0,846,87049,869,671,145,152,z,z,z,z,z,z,27,5,5,z,7,2,0,869,682,185,2,0,56,4,67,16,30,3,0,z,0,102,76,22,21,2,0,z,0,104,72,13,25,2,0,z,0,103,77,17,17,z,z,z,z,z,z,3,1,1,z,1,0,0,78,21,0,0
201516,Academic year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Final,,,State-funded schools,Boys,44,872,375,23,872,502,97,319,48,2,z,1,811,81720,872,555,93,268,48,1,z,0,822,83847,872,600,135,226,45,1,z,0,826,85131,872,528,69,237,z,z,z,z,z,z,51,29,17,z,10,0,0,872,625,247,0,0,43,3,58,11,37,6,0,z,0,101,64,11,31,6,0,z,0,102,69,15,26,5,0,z,0,103,61,8,27,z,z,z,z,z,z,6,3,2,z,1,0,0,72,28,0,0
201516,Academic year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Final,,,State-funded schools,Boys,196,2499,1252,121,2499,1600,487,801,94,2,z,2,2385,244339,2499,1648,407,759,83,8,z,1,2407,246751,2499,1699,416,704,87,7,z,1,2403,247239,2499,1699,278,638,z,z,z,z,z,z,94,21,16,z,19,2,8,2499,1931,555,2,8,50,5,64,19,32,4,0,z,0,102,66,16,30,3,0,z,0,103,68,17,28,3,0,z,0,103,68,11,26,z,z,z,z,z,z,4,1,1,z,1,0,0,77,22,0,0
201516,Academic year,Local authority,E92000001,England,E12000007,London,302,E09000003,Barnet,Final,,,State-funded schools,Girls,78,1843,1161,150,1844,1396,486,409,37,2,z,0,1801,188607,1844,1547,644,260,35,2,z,0,1807,192739,1844,1430,412,376,36,2,z,0,1806,188526,1843,1458,355,330,z,z,z,z,z,z,28,9,1,z,4,0,2,1843,1559,271,0,2,63,8,76,26,22,2,0,z,0,105,84,35,14,2,0,z,0,107,78,22,20,2,0,z,0,104,79,19,18,z,z,z,z,z,z,2,0,0,z,0,0,0,85,15,0,0
201516,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Final,,,State-funded schools,Girls,254,4089,2370,233,4091,2843,808,1169,68,4,z,0,3986,411070,4091,3204,1047,819,66,2,z,0,4022,421094,4091,2879,553,1137,70,4,z,1,4015,412237,4089,3320,746,634,z,z,z,z,z,z,76,18,21,z,12,1,7,4089,3403,678,1,7,58,6,69,20,29,2,0,z,0,103,78,26,20,2,0,z,0,105,70,14,28,2,0,z,0,103,81,18,16,z,z,z,z,z,z,2,0,1,z,0,0,0,83,17,0,0
201516,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Final,,,State-funded schools,Boys,258,4321,2154,186,4321,2631,645,1532,126,19,z,9,4123,418359,4319,2913,730,1263,120,15,z,8,4176,428793,4321,3042,741,1135,117,20,z,7,4176,430798,4321,2990,467,994,z,z,z,z,z,z,180,77,29,z,26,13,12,4321,3454,839,17,11,50,4,61,15,35,3,0,z,0,101,67,17,29,3,0,z,0,103,70,17,26,3,0,z,0,103,69,11,23,z,z,z,z,z,z,4,2,1,z,1,0,0,80,19,0,0
201516,Academic year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Final,,,State-funded schools,Boys,217,5731,3186,437,5731,3985,1251,1550,169,17,z,9,5514,570708,5731,4151,1284,1392,165,16,z,7,5543,576003,5731,4300,1309,1242,160,23,z,6,5542,578278,5731,3983,851,1384,z,z,z,z,z,z,198,73,47,z,30,4,10,5731,4763,943,4,19,56,8,70,22,27,3,0,z,0,104,72,22,24,3,0,z,0,104,75,23,22,3,0,z,0,104,69,15,24,z,z,z,z,z,z,3,1,1,z,1,0,0,83,16,0,0
201516,Academic year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Final,,,State-funded schools,Girls,213,5391,3464,502,5392,4178,1580,1102,95,6,z,5,5267,554359,5392,4413,1684,886,85,5,z,3,5299,561532,5392,3969,956,1324,88,8,z,3,5293,548292,5391,4507,1324,717,z,z,z,z,z,z,80,46,17,z,17,1,6,5391,4672,714,1,4,64,9,77,29,20,2,0,z,0,105,82,31,16,2,0,z,0,106,74,18,25,2,0,z,0,104,84,25,13,z,z,z,z,z,z,1,1,0,z,0,0,0,87,13,0,0
201516,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Final,,,State-funded schools,Girls,126,1376,766,69,1376,976,316,374,22,2,z,2,1349,139713,1376,1016,301,335,22,2,z,1,1351,140592,1376,931,179,413,28,2,z,1,1344,137689,1376,1044,243,252,z,z,z,z,z,z,46,12,7,z,12,0,0,1376,1140,233,0,0,56,5,71,23,27,2,0,z,0,104,74,22,24,2,0,z,0,104,68,13,30,2,0,z,0,102,76,18,18,z,z,z,z,z,z,3,1,1,z,1,0,0,83,17,0,0
201516,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Final,,,State-funded schools,Boys,126,1554,737,77,1555,1020,269,478,54,1,z,2,1489,152502,1555,1020,264,484,49,1,z,1,1504,154094,1555,1105,258,399,47,2,z,2,1503,155030,1554,957,179,439,z,z,z,z,z,z,89,30,13,z,24,0,2,1555,1265,289,0,1,47,5,66,17,31,3,0,z,0,102,66,17,31,3,0,z,0,102,71,17,26,3,0,z,0,103,62,12,28,z,z,z,z,z,z,6,2,1,z,2,0,0,81,19,0,0
201516,Academic year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Final,,,State-funded schools,Girls,174,2724,1508,157,2724,1896,627,773,47,7,z,1,2657,275058,2724,2075,650,595,42,10,z,2,2669,278862,2724,1817,331,850,46,8,z,3,2665,272154,2724,2184,497,417,z,z,z,z,z,z,72,19,15,z,8,3,4,2724,2281,434,3,4,55,6,70,23,28,2,0,z,0,104,76,24,22,2,0,z,0,104,67,12,31,2,0,z,0,102,80,18,15,z,z,z,z,z,z,3,1,1,z,0,0,0,84,16,0,0
201516,Academic year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Final,,,State-funded schools,Boys,177,2757,1369,112,2757,1770,476,884,91,11,z,1,2637,269945,2757,1821,454,837,86,12,z,1,2658,272753,2757,1907,450,754,81,14,z,1,2661,273904,2757,1868,278,667,z,z,z,z,z,z,134,46,24,z,11,0,7,2757,2262,485,0,10,50,4,64,17,32,3,0,z,0,102,66,16,30,3,0,z,0,103,69,16,27,3,1,z,0,103,68,10,24,z,z,z,z,z,z,5,2,1,z,0,0,0,82,18,0,0
201516,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Final,,,State-funded schools,Boys,40,1512,633,42,1512,784,137,653,70,4,z,1,1418,141314,1512,1005,298,439,63,4,z,1,1444,148677,1512,976,222,471,60,4,z,1,1446,147871,1512,960,112,421,z,z,z,z,z,z,64,22,7,z,32,2,2,1512,1105,401,2,2,42,3,52,9,43,5,0,z,0,100,66,20,29,4,0,z,0,103,65,15,31,4,0,z,0,102,63,7,28,z,z,z,z,z,z,4,1,0,z,2,0,0,73,27,0,0
201516,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Final,,,State-funded schools,Girls,40,1435,687,46,1435,872,191,525,36,0,z,2,1385,140086,1435,1090,386,308,35,0,z,2,1398,146322,1435,897,158,500,36,0,z,2,1396,141785,1435,1089,181,272,z,z,z,z,z,z,41,13,3,z,12,2,1,1435,1130,300,2,1,48,3,61,13,37,3,0,z,0,101,76,27,21,2,0,z,0,105,63,11,35,3,0,z,0,102,76,13,19,z,z,z,z,z,z,3,1,0,z,1,0,0,79,21,0,0
201516,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Final,,,State-funded schools,Girls,26,926,424,21,926,579,174,333,11,2,z,1,907,92580,926,685,192,229,10,1,z,1,914,94818,926,529,77,383,10,3,z,1,911,91712,926,695,113,195,z,z,z,z,z,z,26,4,3,z,2,0,0,926,757,168,0,0,46,2,63,19,36,1,0,z,0,102,74,21,25,1,0,z,0,104,57,8,41,1,0,z,0,101,75,12,21,z,z,z,z,z,z,3,0,0,z,0,0,0,82,18,0,0
201516,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Final,,,State-funded schools,Boys,26,1007,396,24,1007,555,140,397,50,4,z,1,945,95226,1007,622,145,331,49,4,z,1,953,97259,1007,607,112,351,43,5,z,1,958,97173,1007,628,57,288,z,z,z,z,z,z,55,15,8,z,10,0,2,1007,764,241,0,1,39,2,55,14,39,5,0,z,0,101,62,14,33,5,0,z,0,102,60,11,35,4,0,z,0,101,62,6,29,z,z,z,z,z,z,5,1,1,z,1,0,0,76,24,0,0
201516,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Final,,,State-funded schools,Girls,118,1750,1011,123,1750,1250,375,483,15,2,z,0,1727,178756,1750,1362,422,371,14,3,z,0,1733,181523,1750,1202,239,531,13,4,z,0,1731,177332,1750,1463,452,248,z,z,z,z,z,z,16,17,2,z,3,0,1,1750,1496,254,0,0,58,7,71,21,28,1,0,z,0,104,78,24,21,1,0,z,0,105,69,14,30,1,0,z,0,102,84,26,14,z,z,z,z,z,z,1,1,0,z,0,0,0,85,15,0,0
201516,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Final,,,State-funded schools,Boys,118,1723,825,66,1723,1031,247,645,40,4,z,3,1665,168250,1723,1119,230,562,37,2,z,3,1681,171282,1723,1155,224,525,35,5,z,3,1679,171783,1723,1180,209,424,z,z,z,z,z,z,66,25,13,z,12,1,2,1723,1381,339,1,2,48,4,60,14,37,2,0,z,0,101,65,13,33,2,0,z,0,102,67,13,30,2,0,z,0,102,68,12,25,z,z,z,z,z,z,4,1,1,z,1,0,0,80,20,0,0
201516,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Final,,,State-funded schools,Boys,76,1434,699,33,1435,868,178,517,46,4,z,0,1379,139152,1435,932,206,453,45,4,z,1,1385,141444,1435,987,189,389,47,11,z,1,1376,141128,1434,1051,121,291,z,z,z,z,z,z,47,26,3,z,15,1,0,1434,1147,286,1,0,49,2,60,12,36,3,0,z,0,101,65,14,32,3,0,z,0,102,69,13,27,3,1,z,0,103,73,8,20,z,z,z,z,z,z,3,2,0,z,1,0,0,80,20,0,0
201516,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Final,,,State-funded schools,Girls,74,1398,806,65,1398,957,233,411,29,1,z,0,1364,139505,1398,1063,314,306,28,1,z,0,1369,142802,1398,979,166,388,29,2,z,0,1366,139785,1398,1190,263,158,z,z,z,z,z,z,28,6,0,z,12,0,3,1398,1181,212,0,4,58,5,68,17,29,2,0,z,0,102,76,22,22,2,0,z,0,104,70,12,28,2,0,z,0,102,85,19,11,z,z,z,z,z,z,2,0,0,z,1,0,0,84,15,0,0
201516,Academic year,Local authority,E92000001,England,E12000007,London,307,E09000009,Ealing,Final,,,State-funded schools,Boys,66,1989,1021,100,1989,1246,328,666,76,1,z,0,1900,193833,1989,1483,488,426,77,2,z,1,1908,199697,1989,1501,454,407,78,3,z,0,1908,199598,1989,1359,252,469,z,z,z,z,z,z,74,27,20,z,32,2,5,1989,1543,437,3,5,51,5,63,16,33,4,0,z,0,102,75,25,21,4,0,z,0,105,75,23,20,4,0,z,0,105,68,13,24,z,z,z,z,z,z,4,1,1,z,2,0,0,78,22,0,0
201516,Academic year,Local authority,E92000001,England,E12000007,London,307,E09000009,Ealing,Final,,,State-funded schools,Girls,65,1849,1074,115,1849,1262,358,547,39,1,z,0,1801,185345,1849,1510,562,298,41,0,z,0,1808,191544,1849,1376,333,429,44,0,z,0,1805,186904,1849,1477,292,268,z,z,z,z,z,z,64,15,9,z,10,0,4,1849,1510,333,0,4,58,6,68,19,30,2,0,z,0,103,82,30,16,2,0,z,0,106,74,18,23,2,0,z,0,104,80,16,14,z,z,z,z,z,z,3,1,0,z,1,0,0,82,18,0,0
201516,Academic year,Local authority,E92000001,England,E12000007,London,314,E09000021,Kingston upon Thames,Final,,,State-funded schools,Girls,31,857,541,86,857,664,280,178,14,0,z,1,840,88726,857,715,330,129,12,0,z,1,844,90062,857,675,208,169,12,0,z,1,844,88456,857,658,150,160,z,z,z,z,z,z,30,3,0,z,4,2,0,857,750,105,2,0,63,10,77,33,21,2,0,z,0,106,83,39,15,1,0,z,0,107,79,24,20,1,0,z,0,105,77,18,19,z,z,z,z,z,z,4,0,0,z,0,0,0,88,12,0,0
201516,Academic year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Final,,,State-funded schools,Girls,229,3006,1753,218,3007,2217,813,729,58,3,z,0,2940,307093,3007,2354,807,596,53,4,z,0,2950,309729,3007,2114,444,819,68,6,z,0,2933,301587,3006,2316,505,568,z,z,z,z,z,z,71,21,9,z,14,0,0,3006,2439,560,0,1,58,7,74,27,24,2,0,z,0,104,78,27,20,2,0,z,0,105,70,15,27,2,0,z,0,103,77,17,19,z,z,z,z,z,z,2,1,0,z,0,0,0,81,19,0,0
201516,Academic year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Final,,,State-funded schools,Boys,236,3099,1542,168,3100,2056,621,916,120,7,z,1,2947,303641,3100,2109,629,874,112,5,z,0,2983,307921,3100,2164,631,816,108,12,z,0,2978,308158,3099,1948,318,879,z,z,z,z,z,z,143,49,30,z,35,2,8,3099,2423,661,2,8,50,5,66,20,30,4,0,z,0,103,68,20,28,4,0,z,0,103,70,20,26,3,0,z,0,103,63,10,28,z,z,z,z,z,z,5,2,1,z,1,0,0,78,21,0,0
201516,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Final,,,State-funded schools,Boys,137,2914,1403,106,2914,1719,354,1042,143,6,z,4,2739,276861,2914,1990,535,775,139,6,z,4,2765,285167,2914,2047,520,729,131,6,z,1,2776,286909,2914,1925,250,713,z,z,z,z,z,z,142,42,24,z,57,1,6,2914,2162,738,0,10,48,4,59,12,36,5,0,z,0,101,68,18,27,5,0,z,0,103,70,18,25,4,0,z,0,103,66,9,24,z,z,z,z,z,z,5,1,1,z,2,0,0,74,25,0,0
201516,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Final,,,State-funded schools,Girls,134,2921,1634,138,2921,1932,497,899,86,2,z,2,2824,288863,2921,2289,734,544,85,1,z,2,2833,297366,2921,2098,411,730,89,2,z,2,2827,291401,2921,2330,443,456,z,z,z,z,z,z,61,13,14,z,30,1,11,2921,2327,575,1,13,56,5,66,17,31,3,0,z,0,102,78,25,19,3,0,z,0,105,72,14,25,3,0,z,0,103,80,15,16,z,z,z,z,z,z,2,0,0,z,1,0,0,80,20,0,0
201516,Academic year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Final,,,State-funded schools,Boys,86,1642,702,22,1643,922,188,657,59,5,z,0,1569,157401,1643,1109,272,474,57,3,z,0,1583,162650,1643,1113,262,471,54,5,z,0,1584,162712,1642,1020,52,480,z,z,z,z,z,z,95,26,9,z,8,1,3,1642,1216,422,1,3,43,1,56,11,40,4,0,z,0,100,67,17,29,3,0,z,0,103,68,16,29,3,0,z,0,103,62,3,29,z,z,z,z,z,z,6,2,1,z,0,0,0,74,26,0,0
201516,Academic year,Local authority,E92000001,England,E12000007,London,316,E09000025,Newham,Final,,,State-funded schools,Boys,66,2253,1306,133,2253,1467,334,692,86,3,z,5,2150,219971,2253,1752,585,413,79,4,z,5,2165,227752,2253,1793,585,378,76,2,z,4,2171,228803,2253,1787,376,333,z,z,z,z,z,z,62,19,20,z,26,0,3,2253,1909,339,0,3,58,6,65,15,31,4,0,z,0,102,78,26,18,4,0,z,0,105,80,26,17,3,0,z,0,105,79,17,15,z,z,z,z,z,z,3,1,1,z,1,0,0,85,15,0,0
201516,Academic year,Local authority,E92000001,England,E12000007,London,316,E09000025,Newham,Final,,,State-funded schools,Girls,65,2143,1417,192,2143,1567,459,553,21,2,z,0,2118,219600,2143,1842,823,277,23,1,z,0,2119,226864,2143,1723,500,394,24,2,z,0,2116,222051,2143,1921,601,177,z,z,z,z,z,z,22,7,7,z,5,0,2,2143,1916,224,0,1,66,9,73,21,26,1,0,z,0,104,86,38,13,1,0,z,0,107,80,23,18,1,0,z,0,105,90,28,8,z,z,z,z,z,z,1,0,0,z,0,0,0,89,10,0,0
