,x,y
0,1989.4540995424056,7.306389583190492
1,1989.6062339371904,7.588775376636977
2,1989.7583683319751,7.891331583901068
3,1989.9865699241525,8.269526842981183
4,1990.2147715163287,8.563678711154605
5,1990.519040305899,8.72336115387732
6,1990.8993762928603,8.456103170794039
7,1991.4318466746067,7.979577144353095
8,1991.5839810693917,7.689627445725007
9,1991.8121826615684,7.412284255732923
10,1992.1164514511377,7.160154083012847
11,1992.4587538394032,7.040392250970811
12,1992.648921832884,6.687410009162704
13,1992.8010562276688,6.290304987128583
14,1992.9278348899893,5.916311897593803
15,1993.067291418542,5.685192572600401
16,1993.3335266094152,5.450711511970729
17,1993.7138625963769,5.3549020463371
18,1994.0941985833383,5.395242873972313
19,1994.4745345703,5.420455891244321
20,1994.854870557262,5.521307960332351
21,1995.235206544224,5.612074822511579
22,1995.5775089324893,5.521307960332351
23,1995.8437441233625,5.277582126702943
24,1996.148012912932,5.012005011437797
25,1996.5283488998932,4.931323356167373
26,1996.908684886855,4.971664183802584
27,1997.250987275121,5.162022464206243
28,1997.5552560646904,5.458275417152332
29,1997.8595248542597,5.710405589872408
30,1998.201827242525,5.970099667774087
31,1998.5821632294867,6.065909133407716
32,1998.84839842036,5.949929253956481
33,1999.0385664138407,5.672586063964396
34,1999.4189024008024,5.475924529242737
35,1999.799238387764,5.536435770695556
36,2000.1035071773333,5.815459828505773
37,2000.4077759669028,6.005397891954897
38,2000.7881119538645,5.9751422712284885
39,2001.168447940826,5.9297588401388746
40,2002.5376574938884,6.271395224174578
41,2002.7658590860651,6.585297289211073
42,2003.146195073027,6.665978944481497
43,2003.5265310599889,6.766831013569528
44,2003.8307998495584,6.977359707790791
45,2003.982934244343,7.261006152100878
46,2004.21113583652,7.529945003002291
47,2004.3632702313048,7.771569751859031
48,2004.515404626089,8.051014026623783
49,2004.7436062182665,8.277931182071852
50,2005.0478750078355,8.42584755006763
51,2005.4282109947967,8.330038084434001
52,2005.7705133830627,8.45862447252124
53,2006.1128157713283,8.647722102061298
54,2006.49315175829,8.728403757331721
55,2006.7974205478597,9.013310852505407
56,2008.9120886353664,8.6578073089701
57,2008.952657807309,8.277931182071852
58,2009.0794364696296,7.973273890035093
59,2009.20621513195,7.588775376636977
60,2009.383705259199,7.328240864826231
61,2009.6879740487684,7.06938722083362
62,2010.06831003573,6.857597875748756
63,2010.448646022692,6.655893737572694
64,2010.8289820096531,6.711362375571111
65,2011.171284397919,6.70631977211671
66,2011.5135867861843,6.529828651212656
67,2011.8939227731464,6.590339892665474
68,2012.274258760108,6.605467703028679
69,2012.6545947470693,6.645808530663891
70,2013.0349307340311,6.6760641513903005
71,2013.415266720993,6.534871254667057
72,2013.795602707955,6.509658237395049
73,2014.1759386949163,6.514700840849452
74,2014.556274681878,6.645808530663891
75,2014.93661066884,6.459232202851035
76,2015.3169466558013,6.252485461220572
77,2015.6972826427632,6.2121446335853605
78,2016.0776186297248,6.126420374860534
79,2016.4579546166865,6.050781323044511
80,2016.838290603648,5.965057064319685
81,2017.21862659061,6.005397891954897
82,2017.598962577572,5.904545822866867
83,2017.979298564533,5.889418012503662
84,2018.359634551495,5.864204995231654
85,2018.7399705384569,5.773438133052427
86,2019.1203065254183,5.601989615602776
87,2019.50064251238,5.596947012148374
88,2021.478389644581,5.541478374149957
89,2021.8587256315427,5.526350563786752
90,2022.124960822416,5.470881925788336
91,1991.3490566037733,8.424015009380863
92,2001.7641509433963,5.778611632270169
93,2001.990566037736,6.153846153846154
94,2002.301886792453,5.966228893058162
95,2007.0,9.568480300187618
96,2007.22641509434,9.343339587242028
97,2007.622641509434,9.699812382739212
98,2008.0471698113208,9.681050656660414
99,2008.245283018868,9.305816135084427
100,2008.5,9.606003752345217
101,2008.7830188679245,9.437148217636022
102,2020.0188679245284,5.872420262664165
103,2020.245283018868,5.121951219512194
104,2020.669811320755,5.534709193245779
105,2022.509433962264,5.5722326454033775
106,2023.188679245283,6.228893058161351
107,2024.009433962264,6.735459662288931
108,2024.9150943396228,7.110694183864916
109,2025.622641509434,7.2607879924953105
