,index,wheat5,corn5,wheat22,corn22
0,2022.1.01,0.9220489977728286,2.8730512249443203,1.10913140311804,4.530066815144766
1,2022.2.01,0.8819599109131402,2.6859688195991094,1.0423162583518923,3.8084632516703785
2,2022.3.01,1.015590200445434,3.1135857461024496,0.30734966592427604,1.10913140311804
3,2022.4.01,1.0423162583518928,2.7260579064587978,0.1336302895322934,0.7616926503340755
4,2022.5.01,1.0556792873051228,2.5657015590200443,0.08017817371937586,1.12249443207127
5,2022.6.01,0.5612472160356345,1.817371937639198,0.12026726057906423,1.2293986636971042
6,2022.7.01,1.028953229398664,0.9487750556792864,0.3474387527839653,1.1759465478841866
7,2022.8.01,3.0868596881959904,0.3340757238307352,0.8819599109131397,1.536748329621381
8,2022.9.01,3.354120267260579,0.1737193763919817,1.7505567928730512,2.1915367483296206
9,2022.10.01,2.6057906458797335,1.3897550111358568,1.9643652561247222,2.21826280623608
10,2022.11.01,1.8841870824053455,2.939866369710467,1.5501113585746102,2.044543429844098
11,2022.12.01,1.175946547884187,3.621380846325167,1.523385300668152,3.2873051224944314
